dict,L,headword_slp1,parvan,cited_verse,adhyaya,shloka,vulgate,critical,verdict,critical_evidence,critical_score,bori_locus
PWG,54087,BadrASva,12,407,14,24,present,present,present/present,quote-exact,1.0,"12,14.24a"
PWG,54088,BadrAsana,13,1487,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54088,BadrAsana,13,3191,62,89,present,present,present/present,quote-fuzzy,0.833,"13,61.86a"
PWG,54117,Baya,13,7236,154,4,present,present,present/present,quote-exact,1.0,"13,139.4a"
PWG,54117,Baya,4,2141,67,5,present,present,present/present,quote-exact,1.0,"04,62.5c"
PWG,54117,Baya,1,3929,99,10,present,present,present/present,quote-exact,1.0,"01,93.10a"
PWG,54117,Baya,7,7115,159,57,present,present,present/present,quote-exact,1.0,"07,134.44a"
PWG,54117,Baya,14,2223,77,5,present,present,present/present,quote-exact,0.917,"14,76.5c"
PWG,54117,Baya,2,258,5,124,present,present,present/present,quote-exact,1.0,"02,5.113a"
PWG,54117,Baya,1,2619,66,55,present,present,present/present,quote-exact,1.0,"01,60.53e"
PWG,54118,Bayakara,8,1552,34,98,present,absent,present/absent,none,0.371,"09,41.5a"
PWG,54121,BayaMkara,3,2558,65,27,present,absent,present/absent,none,0.441,"07,5.12c"
PWG,54121,BayaMkara,8,1505,34,51,present,present,present/present,quote-exact,1.0,"08,24.86c"
PWG,54121,BayaMkara,9,3295,58,50,present,present,present/present,quote-exact,1.0,"09,57.47a"
PWG,54121,BayaMkara,4,160,5,19,present,present,present/present,quote-fuzzy,0.778,"04,5.17c"
PWG,54121,BayaMkara,2,931,24,9,present,present,present/present,quote-exact,1.0,"02,22.8a"
PWG,54121,BayaMkara,7,7652,170,44,present,present,present/present,quote-exact,1.0,"07,145.44a"
PWG,54121,BayaMkara,1,1164,19,7,present,present,present/present,quote-exact,1.0,"01,17.7a"
PWG,54121,BayaMkara,13,4356,91,31,present,present,present/present,quote-exact,1.0,"13,91.31a"
PWG,54121,BayaMkara,9,2622,46,4,present,present,present/present,quote-exact,1.0,"09,45.4a"
PWG,54122,BayaMkartar,7,1325,30,19,present,present,present/present,quote-exact,0.865,"07,29.19a"
PWG,54130,Bayaprada,4,1341,42,17,present,present,present/present,quote-fuzzy,0.657,"04,38.55c"
PWG,54139,BayAnaka,1,6305,162,8,present,present,present/present,quote-exact,1.0,"01,150.8a"
PWG,54139,BayAnaka,3,391,11,6,present,present,present/present,quote-exact,1.0,"03,12.6a"
PWG,54139,BayAnaka,6,2234,53,41,present,present,present/present,quote-exact,1.0,"06,49.40c"
PWG,54139,BayAnaka,18,85,3,5,present,present,present/present,quote-exact,1.0,"18,3.5a"
PWG,54144,Bar,13,1813,26,55,present,present,present/present,quote-exact,1.0,"13,27.54a"
PWG,54144,Bar,1,3042,74,55,present,present,present/present,quote-exact,0.912,"01,68.54a"
PWG,54144,Bar,5,6099,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54144,Bar,1,1149,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54144,Bar,3,2583,65,52,present,present,present/present,quote-exact,1.0,"03,62.22c"
PWG,54144,Bar,3,15579,264,9,present,present,present/present,quote-exact,1.0,"03,248.9a"
PWG,54144,Bar,1,3371,81,33,present,present,present/present,quote-exact,0.879,"01,76.32c"
PWG,54144,Bar,2,2654,80,35,present,present,present/present,quote-exact,1.0,"02,71.31a"
PWG,54144,Bar,5,1638,43,18,present,present,present/present,quote-exact,0.92,"05,43.10a"
PWG,54144,Bar,1,8415,228,35,present,present,present/present,quote-exact,0.882,"01,219.31a"
PWG,54144,Bar,2,188,5,54,present,present,present/present,quote-exact,1.0,"02,5.44c"
PWG,54144,Bar,4,543,18,21,present,present,present/present,quote-exact,1.0,"02,45.17a"
PWG,54144,Bar,1,3105,74,118,present,present,present/present,quote-exact,1.0,"01,69.37a"
PWG,54144,Bar,1,3104,74,117,present,present,present/present,quote-exact,0.912,"01,69.35c"
PWG,54144,Bar,1,3042,74,55,present,present,present/present,quote-exact,0.912,"01,68.54a"
PWG,54144,Bar,13,3128,62,26,present,present,present/present,quote-exact,1.0,"13,61.23c"
PWG,54144,Bar,1,1870,47,2,present,present,present/present,quote-exact,1.0,"01,43.2a"
PWG,54144,Bar,4,237,8,7,present,present,present/present,quote-exact,1.0,"04,7.5c"
PWG,54144,Bar,3,2637,67,4,present,present,present/present,quote-exact,1.0,"03,64.4c"
PWG,54144,Bar,5,5721,167,19,present,present,present/present,quote-exact,1.0,"05,164.19a"
PWG,54144,Bar,15,241,7,7,present,present,present/present,quote-exact,1.0,"15,12.7a"
PWG,54144,Bar,2,183,5,49,present,present,present/present,quote-exact,0.878,"02,5.39c"
PWG,54144,Bar,13,4276,90,7,present,present,present/present,quote-exact,1.0,"05,35.39a"
PWG,54144,Bar,3,657,15,22,present,present,present/present,quote-exact,1.0,"03,16.22a"
PWG,54144,Bar,5,4500,134,27,present,present,present/present,quote-exact,1.0,"05,132.27a"
PWG,54144,Bar,5,4060,123,19,present,present,present/present,quote-exact,1.0,"05,121.18a"
PWG,54144,Bar,4,890,26,8,present,present,present/present,quote-exact,1.0,"04,25.8a"
PWG,54144,Bar,4,906,27,5,present,present,present/present,quote-exact,1.0,"04,26.5a"
PWG,54144,Bar,3,2702,69,9,present,present,present/present,quote-fuzzy,0.788,"03,66.8c"
PWG,54144,Bar,13,5864,123,7,present,present,present/present,quote-exact,1.0,"13,124.7a"
PWG,54144,Bar,5,1493,39,48,present,present,present/present,quote-exact,0.852,"05,39.34a"
PWG,54144,Bar,8,1463,34,9,present,present,present/present,quote-exact,1.0,"08,24.60a"
PWG,54144,Bar,3,15280,255,9,present,present,present/present,quote-exact,0.895,"03,241.22c"
PWG,54144,Bar,1,2023,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54144,Bar,1,8133,222,1,present,present,present/present,quote-exact,0.902,"01,214.1a"
PWG,54144,Bar,5,1161,34,68,present,present,present/present,quote-exact,1.0,"05,34.65c"
PWG,54144,Bar,7,3809,102,11,present,present,present/present,quote-exact,1.0,"07,77.11a"
PWG,54144,Bar,5,5775,168,13,present,present,present/present,quote-exact,0.882,"05,165.12a"
PWG,54144,Bar,7,3911,104,21,present,present,present/present,quote-exact,1.0,"07,79.20a"
PWG,54144,Bar,1,677,3,12,present,present,present/present,quote-fuzzy,0.824,"01,3.11A"
PWG,54144,Bar,14,687,23,3,present,present,present/present,quote-exact,0.879,"14,23.3a"
PWG,54144,Bar,4,1288,39,4,present,present,present/present,quote-exact,1.0,"04,37.4c"
PWG,54144,Bar,12,7002,194,27,present,present,present/present,quote-exact,0.861,"12,187.25c"
PWG,54144,Bar,12,12959,339,95,present,present,present/present,quote-exact,1.0,"12,326.87c"
PWG,54152,BaraRa,13,3286,64,35,present,present,present/present,quote-exact,1.0,"13,63.35a"
PWG,54152,BaraRa,13,4268,89,14,present,present,present/present,quote-exact,0.882,"13,89.14a"
PWG,54152,BaraRa,1,419,2,190,present,absent,present/absent,none,0.5,"01,2.175c"
PWG,54152,BaraRa,1,4199,104,30,present,absent,present/absent,none,0.0,
PWG,54152,BaraRa,14,2740,90,52,present,present,present/present,quote-exact,0.865,"14,93.26a"
PWG,54152,BaraRa,3,97,2,51,present,present,present/present,quote-exact,1.0,"03,2.49a"
PWG,54152,BaraRa,12,2338,61,15,present,present,present/present,quote-exact,0.919,"12,61.15c"
PWG,54152,BaraRa,13,2019,31,12,present,present,present/present,quote-exact,0.882,"13,32.12c"
PWG,54152,BaraRa,13,6439,141,51,present,present,present/present,quote-exact,1.0,"13,128.51a"
PWG,54152,BaraRa,4,295,10,16,present,present,present/present,quote-exact,0.931,"04,9.15c"
PWG,54157,BaraRIya,5,5093,152,2,present,present,present/present,quote-exact,1.0,"05,149.68a"
PWG,54157,BaraRIya,12,2299,60,32,present,present,present/present,quote-exact,1.0,"12,60.32a"
PWG,54163,Barata,3,14135,219,6,present,present,present/present,quote-exact,1.0,"03,209.6c"
PWG,54163,Barata,3,14176,221,1,present,present,present/present,quote-exact,1.0,"03,211.1c"
PWG,54163,Barata,3,14177,221,2,present,present,present/present,quote-exact,0.879,"03,211.2c"
PWG,54163,Barata,1,3106,74,119,present,absent,present/absent,none,0.324,"06,25.27a"
PWG,54163,Barata,1,3118,74,131,present,present,present/present,quote-exact,1.0,"01,69.49a"
PWG,54163,Barata,7,2377,68,1,present,present,present/present,quote-fuzzy,0.684,"12,29.40a"
PWG,54163,Barata,1,367,2,138,present,present,present/present,quote-fuzzy,0.811,"01,2.102a"
PWG,54163,Barata,5,7097,178,70,present,present,present/present,quote-exact,1.0,"05,179.6c"
PWG,54163,Barata,5,7106,178,79,present,present,present/present,quote-exact,1.0,"05,179.15c"
PWG,54163,Barata,5,7272,184,6,present,present,present/present,quote-exact,1.0,"05,185.6a"
PWG,54163,Barata,5,7295,185,6,present,present,present/present,quote-exact,1.0,"05,186.6a"
PWG,54163,Barata,3,14137,219,8,present,present,present/present,quote-exact,1.0,"03,209.8a"
PWG,54163,Barata,5,7104,178,77,present,present,present/present,quote-exact,1.0,"05,179.13a"
PWG,54165,Baratatva,1,3785,95,32,present,present,present/present,quote-exact,1.0,"01,90.33A"
PWG,54179,BaradvAja,1,2434,63,102,present,present,present/present,quote-exact,1.0,"01,57.86a"
PWG,54179,BaradvAja,1,3712,94,22,present,present,present/present,quote-exact,1.0,"01,89.18a"
PWG,54179,BaradvAja,3,10703,133,30,present,present,present/present,quote-exact,1.0,"03,133.27c"
PWG,54179,BaradvAja,13,1962,30,23,present,present,present/present,quote-exact,0.875,"13,31.23c"
PWG,54179,BaradvAja,13,4488,93,93,present,present,present/present,quote-exact,1.0,"13,95.28a"
PWG,54179,BaradvAja,6,376,9,68,present,present,present/present,quote-exact,0.882,"06,10.67a"
PWG,54179,BaradvAja,3,14134,219,5,present,present,present/present,quote-exact,1.0,"03,209.5a"
PWG,54179,BaradvAja,3,14138,219,9,present,present,present/present,quote-exact,1.0,"03,209.9c"
PWG,54187,Barita,2,2061,61,2,present,present,present/present,quote-exact,1.0,"02,54.2c"
PWG,54202,Barga,2,1085,30,11,present,present,present/present,quote-exact,1.0,"02,27.10a"
PWG,54202,Barga,6,358,9,50,present,present,present/present,quote-exact,0.882,"06,10.48c"
PWG,54213,Bartar,5,3042,86,3,present,present,present/present,quote-exact,1.0,"05,84.3c"
PWG,54213,Bartar,1,4199,104,30,present,absent,present/absent,none,0.0,
PWG,54214,Bartavya,1,3106,74,119,present,absent,present/absent,none,0.324,"06,25.27a"
PWG,54214,Bartavya,1,4206,104,37,present,absent,present/absent,none,0.231,"07,69.43c"
PWG,54214,Bartavya,3,2734,69,41,present,present,present/present,quote-exact,1.0,"03,67.13a"
PWG,54216,Bartftva,5,380,12,13,present,present,present/present,quote-exact,1.0,"05,12.13a"
PWG,54222,BartfvratA,13,6798,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54224,BartfsTAna,3,8054,84,76,present,present,present/present,quote-exact,1.0,"03,82.68a"
PWG,54224,BartfsTAna,3,8202,85,60,present,present,present/present,quote-fuzzy,0.795,"03,81.8a"
PWG,54228,Barts,1,5982,152,7,present,present,present/present,quote-exact,1.0,"01,139.4c"
PWG,54228,Barts,3,423,11,38,present,present,present/present,quote-exact,1.0,"03,12.38c"
PWG,54228,Barts,4,357,13,33,present,present,present/present,quote-exact,1.0,"02,21.15a"
PWG,54228,Barts,3,13083,190,75,present,present,present/present,quote-exact,1.0,"03,188.73c"
PWG,54228,Barts,2,434,11,17,present,present,present/present,quote-exact,1.0,"02,11.13a"
PWG,54228,Barts,3,10921,141,1,present,present,present/present,quote-exact,1.0,"03,142.1a"
PWG,54228,Barts,3,15096,249,27,present,present,present/present,quote-exact,1.0,"03,238.26a"
PWG,54228,Barts,5,641,21,18,present,present,present/present,quote-exact,1.0,"05,21.18a"
PWG,54228,Barts,5,7115,178,88,present,present,present/present,quote-exact,1.0,"05,179.24a"
PWG,54228,Barts,12,1427,38,35,present,present,present/present,quote-exact,1.0,"12,39.35a"
PWG,54228,Barts,14,159,7,7,present,present,present/present,quote-exact,1.0,"14,7.7a"
PWG,54228,Barts,1,4190,104,21,present,present,present/present,quote-exact,1.0,"01,98.14c"
PWG,54228,Barts,2,2528,77,15,present,present,present/present,quote-exact,0.9,"02,68.15a"
PWG,54228,Barts,3,7518,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54228,Barts,3,16008,278,8,present,present,present/present,quote-exact,1.0,"03,262.7c"
PWG,54228,Barts,4,458,16,7,present,present,present/present,quote-fuzzy,0.68,"03,252.22a"
PWG,54228,Barts,3,16141,280,50,present,present,present/present,quote-exact,1.0,"03,264.49a"
PWG,54249,Balla,1,5522,138,37,present,present,present/present,quote-fuzzy,0.735,"07,135.19a"
PWG,54249,Balla,3,11094,145,32,present,present,present/present,quote-exact,1.0,"03,145.28c"
PWG,54249,Balla,3,14892,241,13,present,present,present/present,quote-exact,1.0,"03,230.12c"
PWG,54249,Balla,3,15742,271,26,present,present,present/present,quote-exact,1.0,"03,255.26a"
PWG,54249,Balla,4,1525,48,20,present,present,present/present,quote-exact,0.943,"04,43.18c"
PWG,54249,Balla,4,1804,57,25,present,present,present/present,quote-exact,1.0,"04,52.11a"
PWG,54249,Balla,4,2042,64,7,present,present,present/present,quote-exact,1.0,"04,59.7a"
PWG,54249,Balla,6,1812,47,18,present,present,present/present,quote-exact,1.0,"06,45.18c"
PWG,54249,Balla,14,2500,84,15,present,present,present/present,quote-exact,1.0,"14,85.14a"
PWG,54258,BallAwa,2,1079,30,5,present,present,present/present,quote-fuzzy,0.714,"02,27.5c"
PWG,54260,BallAtaka,3,10039,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54260,BallAtaka,3,11570,158,47,present,present,present/present,quote-exact,0.872,"03,155.42c"
PWG,54260,BallAtaka,13,2773,53,19,present,present,present/present,quote-fuzzy,0.824,"13,53.18c"
PWG,54264,BallUka,12,4259,118,2,present,present,present/present,quote-fuzzy,0.848,"12,118.2a"
PWG,54266,Bava,7,9489,201,96,present,present,present/present,quote-exact,1.0,"07,172.90c"
PWG,54266,Bava,7,9507,202,16,present,absent,present/absent,none,0.333,"13,135.78c"
PWG,54266,Bava,1,7958,217,28,present,absent,present/absent,none,0.297,"03,56.15c"
PWG,54266,Bava,3,1050,28,22,present,present,present/present,quote-exact,1.0,"03,29.22a"
PWG,54266,Bava,3,1066,29,38,present,present,present/present,quote-exact,1.0,"03,30.38a"
PWG,54266,Bava,1,1065,17,5,present,present,present/present,quote-exact,1.0,"01,15.5a"
PWG,54266,Bava,2,417,10,35,present,absent,present/absent,none,0.281,"12,337.31c"
PWG,54266,Bava,3,1618,39,68,present,present,present/present,quote-exact,1.0,"03,40.52a"
PWG,54266,Bava,7,2898,81,13,present,present,present/present,quote-exact,0.892,"07,57.71a"
PWG,54266,Bava,7,9586,202,95,present,present,present/present,quote-exact,1.0,"07,173.61c"
PWG,54266,Bava,13,690,14,99,present,absent,present/absent,none,0.371,"02,66.26a"
PWG,54266,Bava,13,875,14,284,present,present,present/present,quote-exact,1.0,"13,14.148a"
PWG,54266,Bava,13,4360,91,35,present,present,present/present,quote-exact,1.0,"13,91.33c"
PWG,54266,Bava,14,197,8,18,present,present,present/present,quote-exact,1.0,"14,8.17c"
PWG,54266,Bava,1,226,1,272,present,absent,present/absent,none,0.333,"06,61.37a"
PWG,54275,BavadA,9,2631,46,13,present,present,present/present,quote-exact,1.0,"09,45.13a"
PWG,54277,BavadIya,6,4917,107,32,present,present,present/present,quote-exact,1.0,"06,103.32a"
PWG,54277,BavadIya,15,114,3,54,present,present,present/present,quote-exact,1.0,"15,6.14a"
PWG,54283,Bavana,1,6960,182,9,present,present,present/present,quote-exact,0.919,"01,173.8a"
PWG,54283,Bavana,3,1790,44,6,present,present,present/present,quote-exact,1.0,"03,45.6a"
PWG,54283,Bavana,3,1821,46,4,present,absent,present/absent,none,0.351,"04,16.12c"
PWG,54283,Bavana,4,59,2,32,present,present,present/present,quote-exact,1.0,"04,2.27a"
PWG,54283,Bavana,13,340,6,46,present,absent,present/absent,none,0.5,"13,6.46a"
PWG,54283,Bavana,3,6020,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54283,Bavana,5,3007,84,15,present,present,present/present,quote-exact,1.0,"05,82.15a"
PWG,54292,Bavant,1,3837,95,84,present,present,present/present,quote-exact,1.0,"01,90.92B"
PWG,54292,Bavant,3,16248,282,52,present,present,present/present,quote-exact,1.0,"03,266.51a"
PWG,54292,Bavant,3,16250,282,54,present,present,present/present,quote-exact,1.0,"03,266.52c"
PWG,54298,Bavamaya,7,9482,201,89,present,present,present/present,quote-exact,1.0,"07,172.83a"
PWG,54322,Bavitar,7,9468,201,75,present,present,present/present,quote-exact,1.0,"07,172.69a"
PWG,54322,Bavitar,3,1485,37,29,present,present,present/present,quote-exact,1.0,"03,38.23a"
PWG,54322,Bavitar,3,16253,282,57,present,present,present/present,quote-exact,1.0,"03,266.55c"
PWG,54322,Bavitar,12,871,28,40,present,present,present/present,quote-exact,0.889,"12,28.40c"
PWG,54323,Bavitavya,15,110,3,50,present,present,present/present,quote-fuzzy,0.778,"15,6.10c"
PWG,54323,Bavitavya,15,115,3,55,present,present,present/present,quote-fuzzy,0.811,"15,6.15c"
PWG,54331,Bavizya,4,290,10,11,present,present,present/present,quote-exact,0.892,"04,9.10c"
PWG,54331,Bavizya,5,5867,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54331,Bavizya,14,1077,39,20,present,present,present/present,quote-exact,0.875,"14,39.20c"
PWG,54331,Bavizya,14,2595,87,21,present,present,present/present,quote-exact,0.919,"14,89.20c"
PWG,54342,Bavya,4,290,10,11,present,present,present/present,quote-exact,0.892,"04,9.10c"
PWG,54342,Bavya,14,1077,39,20,present,present,present/present,quote-exact,0.875,"14,39.20c"
PWG,54342,Bavya,7,9468,201,75,present,present,present/present,quote-exact,1.0,"07,172.69a"
PWG,54342,Bavya,17,79,3,7,present,present,present/present,quote-exact,1.0,"17,3.7a"
PWG,54342,Bavya,4,928,28,16,present,absent,present/absent,none,0.559,"08,45.68a"
PWG,54342,Bavya,3,16032,278,32,present,present,present/present,quote-exact,1.0,"03,262.30c"
PWG,54342,Bavya,13,2836,54,11,present,present,present/present,quote-exact,1.0,"13,54.11c"
PWG,54346,Baz,1,5249,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54346,Baz,2,1424,40,4,present,present,present/present,quote-exact,1.0,"02,37.4c"
PWG,54346,Baz,13,2198,37,15,present,present,present/present,quote-exact,1.0,"13,37.15c"
PWG,54346,Baz,2,1425,40,5,present,present,present/present,quote-exact,1.0,"02,37.5a"
PWG,54346,Baz,3,15641,268,4,present,present,present/present,quote-exact,1.0,"03,252.4a"
PWG,54346,Baz,8,1807,39,27,present,present,present/present,quote-exact,1.0,"08,27.44a"
PWG,54346,Baz,6,742,20,2,present,present,present/present,quote-exact,1.0,"06,20.2c"
PWG,54360,BastrA,1,3102,74,115,present,present,present/present,quote-exact,1.0,"01,69.33c"
PWG,54360,BastrA,1,3783,95,30,present,present,present/present,quote-exact,1.0,"01,69.29a"
PWG,54368,BasmakUwa,12,4225,116,14,present,present,present/present,quote-exact,0.868,"12,117.14c"
PWG,54375,Basman,3,6096,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54375,Basman,12,4225,116,14,present,present,present/present,quote-exact,0.868,"12,117.14c"
PWG,54375,Basman,3,15686,269,20,present,present,present/present,quote-exact,1.0,"03,253.18c"
PWG,54380,BasmasAt,9,903,17,40,present,present,present/present,quote-exact,0.872,"09,16.39a"
PWG,54380,BasmasAt,1,899,6,3,present,present,present/present,quote-exact,1.0,"01,6.3a"
PWG,54380,BasmasAt,7,2058,53,10,present,present,present/present,quote-fuzzy,0.649,"12,249.8a"
PWG,54380,BasmasAt,13,4506,93,111,present,present,present/present,quote-exact,1.0,"13,95.50a"
PWG,54380,BasmasAt,1,8148,222,16,present,present,present/present,quote-exact,1.0,"01,214.16a"
PWG,54380,BasmasAt,1,8203,223,38,present,absent,present/absent,none,0.414,"13,95.13c"
PWG,54380,BasmasAt,6,3619,82,32,present,present,present/present,quote-exact,1.0,"06,78.30c"
PWG,54380,BasmasAt,15,951,35,13,present,present,present/present,quote-exact,1.0,"15,43.13a"
PWG,54384,BasmIkar,7,7122,159,64,present,present,present/present,quote-exact,1.0,"07,134.50c"
PWG,54384,BasmIkar,14,173,7,21,present,present,present/present,quote-exact,1.0,"14,7.21c"
PWG,54386,BasmIBU,1,909,6,13,present,present,present/present,quote-exact,1.0,"01,6.12a"
PWG,54386,BasmIBU,9,3473,62,13,present,present,present/present,quote-exact,1.0,"09,61.13a"
PWG,54387,BA,3,2701,69,8,present,present,present/present,quote-exact,1.0,"03,66.7c"
PWG,54387,BA,7,2235,59,12,present,absent,present/absent,none,0.5,"13,6.25a"
PWG,54387,BA,2,1800,50,16,present,present,present/present,quote-exact,1.0,"02,46.16c"
PWG,54387,BA,13,4867,102,25,present,present,present/present,quote-exact,1.0,"13,105.25a"
PWG,54387,BA,3,10058,111,1,present,present,present/present,quote-exact,1.0,"03,111.1a"
PWG,54387,BA,3,11602,158,79,present,present,present/present,quote-fuzzy,0.793,"03,155.65c"
PWG,54387,BA,3,2502,64,102,present,present,present/present,quote-exact,0.886,"03,61.97a"
PWG,54387,BA,3,7153,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,6,3447,78,35,present,present,present/present,quote-exact,1.0,"06,74.35a"
PWG,54387,BA,5,1856,48,49,present,present,present/present,quote-exact,1.0,"05,47.44a"
PWG,54387,BA,7,1622,37,35,present,present,present/present,quote-exact,1.0,"07,36.34c"
PWG,54387,BA,12,7416,206,28,present,present,present/present,quote-exact,1.0,"12,199.28a"
PWG,54387,BA,3,10094,112,7,present,present,present/present,quote-exact,1.0,"03,112.7a"
PWG,54387,BA,2,1333,36,28,present,present,present/present,quote-exact,1.0,"02,33.28c"
PWG,54387,BA,3,13701,207,1,present,present,present/present,quote-exact,1.0,"03,198.1a"
PWG,54387,BA,4,1806,57,27,present,present,present/present,quote-exact,1.0,"04,52.13a"
PWG,54387,BA,5,1708,44,25,present,present,present/present,quote-exact,0.982,"05,44.18c"
PWG,54387,BA,11,723,25,18,present,present,present/present,quote-exact,0.862,"11,25.16c"
PWG,54387,BA,8,3141,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,8,1685,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,14,748,26,3,present,present,present/present,quote-exact,1.0,"14,26.3a"
PWG,54387,BA,3,10054,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,4,321,12,10,present,present,present/present,quote-exact,1.0,"04,11.10a"
PWG,54387,BA,3,47,2,1,present,present,present/present,quote-exact,1.0,"03,2.1a"
PWG,54387,BA,12,4936,138,77,present,present,present/present,quote-exact,0.892,"12,136.75a"
PWG,54387,BA,1,1091,16,23,present,present,present/present,quote-fuzzy,0.765,"01,14.21c"
PWG,54387,BA,1,2584,66,20,present,present,present/present,quote-exact,1.0,"01,60.19a"
PWG,54387,BA,3,10055,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,3,1930,48,16,present,present,present/present,quote-exact,1.0,"03,46.16a"
PWG,54387,BA,1,7260,193,19,present,present,present/present,quote-exact,0.941,"01,185.19c"
PWG,54387,BA,4,381,14,9,present,present,present/present,quote-exact,1.0,"04,13.8a"
PWG,54387,BA,4,304,11,7,present,present,present/present,quote-exact,1.0,"04,10.7a"
PWG,54387,BA,1,1273,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,10,797,18,12,present,present,present/present,quote-exact,1.0,"10,18.12a"
PWG,54387,BA,10,800,18,15,present,present,present/present,quote-exact,1.0,"10,18.15a"
PWG,54387,BA,8,1969,42,8,present,present,present/present,quote-exact,0.889,"08,29.6c"
PWG,54387,BA,12,104,3,31,present,present,present/present,quote-exact,1.0,"12,3.31c"
PWG,54387,BA,5,2412,62,2,present,present,present/present,quote-exact,0.9,"05,61.2c"
PWG,54387,BA,3,11069,145,7,present,absent,present/absent,none,0.385,"05,15.19c"
PWG,54387,BA,1,739,3,74,present,present,present/present,quote-fuzzy,0.716,"01,3.76A"
PWG,54387,BA,3,13510,201,9,present,present,present/present,quote-exact,1.0,"03,192.6c"
PWG,54387,BA,12,1878,52,31,present,present,present/present,quote-exact,1.0,"12,52.31c"
PWG,54387,BA,9,3507,63,3,present,present,present/present,quote-exact,1.0,"09,62.3c"
PWG,54387,BA,1,8095,221,52,present,present,present/present,quote-exact,1.0,"01,213.46a"
PWG,54387,BA,3,10781,135,37,present,present,present/present,quote-exact,1.0,"03,135.37c"
PWG,54387,BA,1,5771,144,8,present,present,present/present,quote-exact,1.0,"01,132.8a"
PWG,54387,BA,3,4024,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54387,BA,4,1867,58,44,present,present,present/present,quote-exact,1.0,"04,53.40a"
PWG,54387,BA,7,1105,25,42,present,present,present/present,quote-exact,1.0,"07,24.40c"
PWG,54387,BA,14,2185,75,11,present,present,present/present,quote-exact,1.0,"14,74.11a"
PWG,54387,BA,14,2659,89,16,present,present,present/present,quote-exact,0.897,"14,91.15c"
PWG,54387,BA,3,10658,132,8,present,present,present/present,quote-exact,0.922,"03,132.6c"
PWG,54387,BA,5,3830,113,9,present,present,present/present,quote-exact,1.0,"05,111.9a"
PWG,54387,BA,12,6812,186,15,present,present,present/present,quote-exact,1.0,"12,179.15a"
PWG,54387,BA,7,789,19,37,present,present,present/present,quote-exact,1.0,"07,18.37a"
PWG,54387,BA,12,12401,328,37,present,present,present/present,quote-exact,1.0,"12,315.37c"
PWG,54403,BAga,1,1715,41,24,present,present,present/present,quote-fuzzy,0.8,"01,37.24c"
PWG,54403,BAga,13,3197,62,95,present,present,present/present,quote-exact,1.0,"13,61.92a"
PWG,54403,BAga,14,280,10,25,present,present,present/present,quote-exact,1.0,"14,10.24a"
PWG,54403,BAga,14,2730,90,42,present,present,present/present,quote-fuzzy,0.784,"14,93.18a"
PWG,54403,BAga,5,2244,57,13,present,present,present/present,quote-exact,1.0,"05,56.13a"
PWG,54403,BAga,5,2243,57,12,present,present,present/present,quote-exact,0.919,"05,56.12a"
PWG,54403,BAga,5,2245,57,14,present,present,present/present,quote-exact,1.0,"05,56.14a"
PWG,54403,BAga,5,2246,57,15,present,present,present/present,quote-exact,1.0,"05,56.15a"
PWG,54403,BAga,1,4529,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54403,BAga,3,8850,,,unchecked,unchecked,unresolved-locus,locus-out-of-range,,
PWG,54403,BAga,13,5364,108,16,present,present,present/present,quote-exact,1.0,"13,111.16c"
PWG,54403,BAga,1,6960,182,9,present,present,present/present,quote-exact,0.919,"01,173.8a"
PWG,54403,BAga,13,1436,19,56,present,present,present/present,quote-exact,1.0,"13,20.30a"
PWG,54403,BAga,7,75,2,24,present,present,present/present,quote-exact,1.0,"07,2.24a"
PWG,54412,BAgaDeya,3,2277,59,1,present,present,present/present,quote-exact,1.0,"03,56.1a"
PWG,54412,BAgaDeya,2,1702,48,1,present,present,present/present,quote-exact,1.0,"02,44.1a"
PWG,54412,BAgaDeya,2,1704,48,3,present,present,present/present,quote-exact,1.0,"02,44.2c"
PWG,54412,BAgaDeya,1,7222,191,24,present,present,present/present,quote-exact,1.0,"01,183.8c"
PWG,54412,BAgaDeya,13,7597,163,2,present,present,present/present,quote-exact,1.0,"13,149.2a"
